,assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_link,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
4363,0.00,0.82,64.8,4.4,28.0%,0.34,61.4%,0.69,0.57,2,17,South Africa,20819,https://www.hltv.org/stats/players/20819/fallz,Fallz,0.68,44,0.14,0.07,36,25
4364,0.11,0.73,-,-,33.5%,-,-,0.95,0.69,9,-,United Kingdom,9014,https://www.hltv.org/stats/players/9014/arv,arv,0.96,246,-,-,179,170
4365,0.11,0.82,42.4,2.1,18.2%,0.32,45.5%,0.31,0.25,2,23,United States,20077,https://www.hltv.org/stats/players/20077/g4cshooter,G4CShooter,0.42,44,0.05,0.02,36,11
4366,0.13,0.79,67.6,2.0,58.6%,0.81,63.1%,0.74,0.59,40,26,Russia,9457,https://www.hltv.org/stats/players/9457/kkt,kkt,0.77,1007,0.08,0.10,797,592
4367,0.13,0.70,64.8,4.1,50.0%,0.98,60.9%,0.88,0.61,1,25,Sweden,19669,https://www.hltv.org/stats/players/19669/millaw,millaw,0.90,23,0.13,0.09,16,14
4368,0.04,0.96,79.3,0.0,52.9%,1.19,60.9%,0.77,0.74,1,22,Russia,11928,https://www.hltv.org/stats/players/11928/mje,MJE,0.89,23,0.04,0.04,22,17
4369,0.13,0.73,73.8,3.8,57.2%,1.05,68.8%,0.93,0.68,217,21,United States,13391,https://www.hltv.org/stats/players/13391/tex,tex,1.01,5810,0.11,0.12,4234,3957
4370,0.16,0.73,64.4,4.0,52.3%,0.81,69.2%,0.84,0.61,102,33,Russia,8415,https://www.hltv.org/stats/players/8415/zoner,zoneR,0.86,2735,0.07,0.12,1988,1669
4371,0.10,0.82,66.4,3.2,44.7%,0.97,54.4%,0.68,0.56,3,23,Sweden,14118,https://www.hltv.org/stats/players/14118/zeedio,zeedio,0.81,68,0.10,0.10,56,38
4372,0.14,0.55,52.6,2.4,36.1%,0.36,75.3%,0.86,0.47,3,-,Australia,14425,https://www.hltv.org/stats/players/14425/numky,numky,0.86,77,0.09,0.10,42,36
4373,0.13,0.92,-,-,44.4%,-,-,0.51,0.47,2,-,Hungary,10237,https://www.hltv.org/stats/players/10237/kodiak,KODIAK,0.55,38,-,-,35,18
4374,0.02,0.84,46.8,1.2,40.0%,0.60,48.9%,0.66,0.56,2,23,Australia,16219,https://www.hltv.org/stats/players/16219/komodo,Komodo,0.57,45,0.18,0.00,38,25
4375,0.13,0.74,72.1,3.2,52.0%,0.89,67.7%,0.89,0.65,56,21,United States,14515,https://www.hltv.org/stats/players/14515/orbit,orbit,0.94,1466,0.11,0.12,1083,960
4376,0.06,0.80,61.2,1.9,38.3%,0.81,62.1%,0.79,0.63,4,22,United States,17090,https://www.hltv.org/stats/players/17090/n0name,n0name,0.81,95,0.17,0.12,76,60
4377,0.22,0.76,-,-,51.6%,-,-,0.74,0.56,2,-,Denmark,8888,https://www.hltv.org/stats/players/8888/razzer,razzer,0.78,55,-,-,42,31
4378,0.08,0.67,63.3,3.6,59.6%,0.81,65.3%,0.87,0.59,50,19,Ukraine,19615,https://www.hltv.org/stats/players/19615/mur,muR,0.90,1343,0.09,0.08,905,790
4379,0.12,0.82,78.5,2.2,56.4%,1.04,62.7%,0.86,0.70,9,21,United States,17492,https://www.hltv.org/stats/players/17492/fype,fype,0.95,212,0.11,0.09,174,149
4380,0.03,0.92,44.2,4.0,83.3%,0.51,35.1%,0.35,0.32,2,-,Sweden,15956,https://www.hltv.org/stats/players/15956/tmn,tMN,0.43,37,0.08,0.11,34,12
4381,0.14,0.86,70.6,2.0,29.2%,1.15,51.2%,0.65,0.56,2,-,United States,17788,https://www.hltv.org/stats/players/17788/clone,ClOnE,0.84,43,0.02,0.09,37,24
4382,0.14,0.75,69.0,4.6,27.5%,1.31,63.8%,0.87,0.66,4,31,China,16915,https://www.hltv.org/stats/players/16915/nblity,NBLiTY,0.99,105,0.10,0.10,79,69
4383,0.11,0.71,66.9,5.0,41.2%,0.72,66.4%,0.83,0.58,35,28,Vietnam,9531,https://www.hltv.org/stats/players/9531/nomez,NoMEz,0.83,824,0.10,0.08,581,481
4384,0.00,0.82,-,-,0.0%,-,-,0.73,0.60,2,-,Italy,109,https://www.hltv.org/stats/players/109/fai,fai,0.81,45,-,-,37,27
4385,0.15,0.73,73.6,3.7,47.4%,0.97,67.4%,0.86,0.62,395,30,United States,1328,https://www.hltv.org/stats/players/1328/flowsick,flowsicK,0.87,10074,0.08,0.11,7304,6257
4386,0.21,0.83,71.2,3.6,43.9%,0.54,67.6%,0.69,0.58,3,27,United States,14863,https://www.hltv.org/stats/players/14863/pluro,PluRO,0.77,71,0.11,0.11,59,41
4387,0.14,0.77,75.3,2.3,59.5%,0.98,65.2%,0.88,0.67,13,23,Sweden,13672,https://www.hltv.org/stats/players/13672/siph,siph,0.96,313,0.11,0.14,240,210
4388,0.13,0.79,-,-,46.7%,-,-,0.67,0.53,14,27,Kyrgyzstan,9444,https://www.hltv.org/stats/players/9444/quacher,quacheR,0.71,320,-,-,254,169
4389,0.00,0.65,-,-,29.7%,-,-,1.03,0.67,4,-,Norway,7287,https://www.hltv.org/stats/players/7287/cals,Cals,0.97,96,-,-,62,64
4390,0.09,0.80,-,-,51.1%,-,-,0.60,0.48,4,31,Montenegro,8456,https://www.hltv.org/stats/players/8456/jcr,jcR,0.66,98,-,-,78,47
4391,0.14,0.97,72.8,3.1,57.9%,0.64,45.9%,0.53,0.51,2,-,Sweden,5050,https://www.hltv.org/stats/players/5050/frekki,FREKKI,0.61,37,0.14,0.03,36,19
4392,0.10,0.76,61.1,2.1,56.9%,0.76,64.1%,0.73,0.56,27,18,United States,17453,https://www.hltv.org/stats/players/17453/stomp,stomp,0.81,736,0.08,0.15,562,413
4393,0.12,0.69,79.1,2.7,53.5%,1.05,69.9%,1.07,0.73,206,23,Thailand,16911,https://www.hltv.org/stats/players/16911/johnolsen,JohnOlsen,1.08,5353,0.10,0.08,3671,3932
4394,0.15,0.72,73.4,1.6,45.8%,1.02,68.1%,0.91,0.66,190,28,United States,9195,https://www.hltv.org/stats/players/9195/akis,aKis,0.92,4925,0.10,0.13,3556,3239
4395,0.03,0.70,-,-,31.8%,-,-,0.98,0.69,3,-,Finland,8402,https://www.hltv.org/stats/players/8402/el-miquel,el_miQuel,0.97,64,-,-,45,44
4396,0.15,0.70,73.0,4.9,42.5%,1.08,70.2%,0.95,0.67,20,25,South Africa,16293,https://www.hltv.org/stats/players/16293/ysgerbwd,ysgerbwd,1.03,480,0.11,0.14,336,320
4397,0.13,0.63,74.0,3.9,24.8%,1.20,67.1%,1.07,0.68,25,24,Brazil,10843,https://www.hltv.org/stats/players/10843/gaabxx,gaabxx,1.09,607,0.08,0.09,384,412
4398,0.11,0.75,63.7,3.0,37.7%,0.84,61.6%,0.76,0.57,49,22,Australia,11790,https://www.hltv.org/stats/players/11790/mc,MC,0.83,1197,0.08,0.11,898,679
4399,0.16,0.73,65.7,2.1,52.5%,0.80,63.3%,0.76,0.56,8,28,Poland,12128,https://www.hltv.org/stats/players/12128/dioxide,DIOXIDE,0.84,215,0.06,0.12,158,120
4400,0.14,0.66,74.6,5.1,57.4%,0.99,69.9%,1.01,0.67,1370,25,Slovakia,6904,https://www.hltv.org/stats/players/6904/styko,STYKO,1.00,36062,0.09,0.09,23838,24133
4401,0.09,0.77,79.4,2.5,38.9%,1.40,61.7%,1.00,0.77,2,-,Poland,16822,https://www.hltv.org/stats/players/16822/s1elu,S1ELU,1.08,47,0.09,0.06,36,36
4402,0.16,0.75,82.3,4.4,46.4%,1.04,66.4%,0.92,0.69,5,22,Canada,18625,https://www.hltv.org/stats/players/18625/masor,MASOR,1.02,122,0.12,0.08,91,84
4403,0.13,0.72,77.5,4.9,57.7%,1.03,67.1%,0.99,0.71,27,-,Turkey,19988,https://www.hltv.org/stats/players/19988/aslanmashadow,AsLanMashadoW,1.02,721,0.10,0.07,520,513
4404,0.13,0.71,72.0,6.4,44.4%,0.96,63.8%,0.94,0.67,4,-,Estonia,16862,https://www.hltv.org/stats/players/16862/frontz,frontz,0.95,94,0.09,0.06,67,63
4405,0.15,0.71,72.3,2.6,31.9%,1.02,67.0%,0.94,0.66,17,-,Canada,12709,https://www.hltv.org/stats/players/12709/thegreatone,TheGreatOne,0.99,497,0.10,0.08,351,329
4406,0.08,0.95,54.6,2.4,42.1%,0.97,54.1%,0.54,0.51,2,18,Denmark,13847,https://www.hltv.org/stats/players/13847/lemmy,Lemmy,0.68,37,0.22,0.16,35,19
4407,0.14,0.71,71.8,2.1,46.2%,0.95,68.3%,0.91,0.65,174,25,Russia,9228,https://www.hltv.org/stats/players/9228/art,Art,0.92,4676,0.11,0.11,3314,3032
4408,0.16,0.65,71.9,0.6,52.3%,0.91,70.7%,1.02,0.66,4,-,France,13139,https://www.hltv.org/stats/players/13139/chaka,Chaka,1.02,99,0.11,0.09,64,65
4409,0.10,0.68,27.5,1.0,60.0%,0.18,50.0%,0.92,0.63,53,-,Turkey,4645,https://www.hltv.org/stats/players/4645/j1n,j1n,0.92,1343,0.04,0.04,910,840
4410,0.18,1.00,71.6,3.8,66.7%,0.58,58.8%,0.53,0.53,1,23,United States,19023,https://www.hltv.org/stats/players/19023/captai,captai,0.67,17,0.12,0.00,17,9
4411,0.06,0.69,69.0,4.5,70.5%,0.78,70.8%,0.98,0.68,3,20,Sweden,20410,https://www.hltv.org/stats/players/20410/l9gic,L9gic,0.98,65,0.20,0.05,45,44
4412,0.16,0.68,82.6,3.6,38.7%,1.13,72.6%,1.05,0.72,113,-,Norway,972,https://www.hltv.org/stats/players/972/day,DaY,1.03,2909,0.13,0.10,1983,2088
4413,0.07,0.65,71.6,7.5,42.1%,0.68,63.2%,1.03,0.67,2,-,South Africa,17369,https://www.hltv.org/stats/players/17369/jordankl,JordanKL,0.92,57,0.11,0.07,37,38
4414,0.11,0.64,68.7,2.5,29.8%,1.04,69.4%,1.04,0.67,468,28,Turkey,7980,https://www.hltv.org/stats/players/7980/despe,DESPE,1.01,12127,0.08,0.08,7748,8068
4415,0.13,0.71,75.6,3.0,36.4%,1.14,67.9%,1.02,0.72,41,27,Iceland,11261,https://www.hltv.org/stats/players/11261/allee,allee,1.05,1062,0.09,0.09,749,761
4416,0.13,0.72,86.4,3.7,63.4%,1.31,68.6%,1.10,0.79,33,24,Norway,13450,https://www.hltv.org/stats/players/13450/grande,Grande,1.16,845,0.08,0.09,606,664
4417,0.06,0.97,33.2,2.8,33.3%,0.09,25.0%,0.10,0.09,2,-,Laos,18380,https://www.hltv.org/stats/players/18380/xyaba,Xyaba,0.14,32,0.00,0.03,31,3
4418,0.03,0.63,54.7,0.8,64.3%,0.74,56.7%,0.74,0.47,1,24,United States,16585,https://www.hltv.org/stats/players/16585/alec,alec,0.78,30,0.13,0.00,19,14
4419,0.13,0.76,66.8,3.1,55.4%,0.86,65.2%,0.78,0.59,53,25,Argentina,13433,https://www.hltv.org/stats/players/13433/goncho,goncho,0.87,1320,0.10,0.09,1001,785
4420,0.13,0.75,77.7,3.3,52.7%,1.05,65.7%,0.91,0.68,336,32,Spain,365,https://www.hltv.org/stats/players/365/meison,meisoN,0.93,8692,0.08,0.10,6499,5903
4421,0.14,0.68,74.6,3.7,48.5%,0.99,70.7%,0.99,0.67,151,24,United States,13197,https://www.hltv.org/stats/players/13197/laski,Laski,1.04,3886,0.12,0.11,2634,2608
4422,0.06,0.69,78.6,3.5,57.1%,0.93,66.7%,1.04,0.72,3,24,Taiwan,15422,https://www.hltv.org/stats/players/15422/szuhao,Szuhao,1.03,78,0.04,0.14,54,56
4423,0.11,0.74,94.0,1.4,42.9%,1.28,63.0%,1.05,0.78,1,-,Norway,11147,https://www.hltv.org/stats/players/11147/indale,indale,1.20,27,0.07,0.22,20,21
4424,0.06,0.81,-,-,36.4%,-,-,0.56,0.46,2,-,Serbia,8313,https://www.hltv.org/stats/players/8313/oghama,oghama,0.58,48,-,-,39,22
4425,0.10,0.72,61.5,2.1,52.7%,0.72,64.2%,0.79,0.57,19,20,Australia,18358,https://www.hltv.org/stats/players/18358/trippy,trippy,0.83,455,0.12,0.10,328,260
4426,0.18,0.73,73.4,5.4,41.9%,1.04,69.6%,0.82,0.60,51,-,United States,9040,https://www.hltv.org/stats/players/9040/dmize,dmize,0.84,1273,0.10,0.10,925,759
4427,0.16,0.79,-,-,48.9%,-,-,0.75,0.59,3,-,Germany,9551,https://www.hltv.org/stats/players/9551/silv,silv,0.83,76,-,-,60,45
4428,0.13,0.67,79.3,5.5,44.6%,1.00,69.0%,1.10,0.73,5,22,Latvia,12765,https://www.hltv.org/stats/players/12765/sly,SLY,1.06,126,0.11,0.06,84,92
4429,0.21,0.76,99.8,7.7,46.2%,1.25,69.0%,1.18,0.90,1,27,Finland,1150,https://www.hltv.org/stats/players/1150/osqari,osqari,1.21,29,0.21,0.07,22,26
4430,0.17,0.81,-,-,57.9%,-,-,0.40,0.32,3,-,Denmark,3803,https://www.hltv.org/stats/players/3803/beffi,BEFFI,0.43,59,-,-,48,19
4431,0.19,0.78,70.3,4.8,53.7%,0.91,61.8%,0.68,0.53,6,-,United States,15837,https://www.hltv.org/stats/players/15837/syanide,syanide,0.85,178,0.05,0.09,139,95
4432,0.15,0.67,77.3,5.1,52.6%,0.92,66.7%,1.20,0.81,5,-,Norway,9919,https://www.hltv.org/stats/players/9919/hellfire,hellfire,1.17,118,0.05,0.13,79,95
4433,0.14,0.74,68.8,2.6,44.0%,0.95,67.2%,0.82,0.61,57,23,Malaysia,15928,https://www.hltv.org/stats/players/15928/avirity,Avirity,0.93,1535,0.10,0.11,1143,938
4434,0.11,0.80,63.0,2.3,61.8%,0.65,60.1%,0.64,0.51,6,23,Chile,20603,https://www.hltv.org/stats/players/20603/sybiann,sybiaNn,0.74,148,0.06,0.10,118,76
4435,0.15,0.70,75.5,2.8,42.4%,1.06,69.7%,0.96,0.68,636,28,Spain,7388,https://www.hltv.org/stats/players/7388/soker,SOKER,0.97,16692,0.11,0.12,11757,11320
4436,0.13,0.74,66.1,1.9,48.2%,0.77,67.5%,0.79,0.59,17,24,United States,18206,https://www.hltv.org/stats/players/18206/saiyo,saiyo,0.87,431,0.07,0.09,321,255
4437,0.12,0.77,74.8,5.1,43.4%,0.83,70.4%,0.86,0.66,5,27,Vietnam,17701,https://www.hltv.org/stats/players/17701/homer,Homer,0.95,125,0.14,0.14,96,83
4438,0.14,0.68,66.2,4.3,51.1%,0.83,68.4%,0.87,0.59,3,-,Denmark,12768,https://www.hltv.org/stats/players/12768/ls-d,LS_D,0.93,76,0.08,0.05,52,45
4439,0.10,0.80,35.4,0.4,0.0%,0.32,53.3%,0.46,0.37,1,-,Colombia,19147,https://www.hltv.org/stats/players/19147/hec,hec,0.51,30,0.00,0.03,24,11
4440,0.09,0.80,71.2,5.3,60.7%,1.01,58.2%,0.84,0.67,4,-,Chile,18038,https://www.hltv.org/stats/players/18038/pezetay,pezetAy,0.90,91,0.14,0.09,73,61
4441,0.12,0.83,-,-,58.1%,-,-,0.70,0.58,16,-,Russia,3159,https://www.hltv.org/stats/players/3159/delm1k,delm1k,0.75,393,-,-,326,227
4442,0.14,0.76,71.9,3.0,41.9%,1.02,64.2%,0.86,0.65,33,31,Belgium,1544,https://www.hltv.org/stats/players/1544/llo,Llo,0.89,815,0.10,0.12,618,530
4443,0.16,0.72,66.9,5.3,34.1%,0.93,66.4%,0.81,0.58,5,29,Argentina,12077,https://www.hltv.org/stats/players/12077/f3r,f3r,0.92,146,0.05,0.09,105,85
4444,0.12,0.77,92.1,2.9,60.5%,1.02,75.6%,1.10,0.84,4,26,United Arab Emirates,20728,https://www.hltv.org/stats/players/20728/ysoof,ysoof,1.17,90,0.20,0.08,69,76
4445,0.15,0.64,84.5,4.9,44.9%,1.16,73.5%,1.19,0.76,856,21,Brazil,12553,https://www.hltv.org/stats/players/12553/yuurih,yuurih,1.19,22266,0.11,0.09,14213,16918
4446,0.11,0.76,72.0,3.8,57.9%,0.81,63.2%,0.80,0.61,10,-,Canada,20079,https://www.hltv.org/stats/players/20079/zandy,zandy,0.87,250,0.11,0.10,191,152
4447,0.11,0.72,56.2,2.2,52.5%,0.78,54.0%,0.84,0.60,21,-,Denmark,2468,https://www.hltv.org/stats/players/2468/buli,BULI,0.86,499,0.04,0.14,357,299
4448,0.16,0.77,78.1,2.4,45.9%,1.27,72.1%,0.92,0.71,3,22,India,16085,https://www.hltv.org/stats/players/16085/finish,FinisH,1.10,86,0.09,0.07,66,61
4449,0.24,0.61,68.4,4.1,31.0%,0.88,79.4%,0.98,0.60,4,-,United States,2208,https://www.hltv.org/stats/players/2208/rax,rax,1.06,97,0.08,0.15,59,58
4450,0.17,0.70,64.2,1.9,34.3%,0.97,69.9%,0.81,0.57,5,-,Brazil,17502,https://www.hltv.org/stats/players/17502/nut,nut,0.92,123,0.07,0.11,86,70
4451,0.11,0.66,74.4,3.2,39.1%,1.09,71.1%,1.07,0.70,280,22,United States,12937,https://www.hltv.org/stats/players/12937/wolfy,WolfY,1.09,7444,0.11,0.10,4883,5246
4452,0.12,0.67,73.4,4.1,48.0%,1.02,71.3%,1.01,0.68,30,25,Lebanon,15552,https://www.hltv.org/stats/players/15552/valak,Valak,1.05,801,0.11,0.12,538,544
4453,0.13,0.86,92.1,4.0,59.7%,1.47,61.1%,0.94,0.80,4,19,Paraguay,20615,https://www.hltv.org/stats/players/20615/akex,AKEX,1.09,90,0.18,0.08,77,72
4454,0.15,0.67,79.2,4.8,46.4%,1.11,71.5%,1.07,0.72,626,23,United States,13188,https://www.hltv.org/stats/players/13188/zellsis,Zellsis,1.11,16210,0.11,0.10,10854,11657
4455,0.11,0.82,65.5,4.0,42.1%,0.74,58.6%,0.65,0.53,10,24,South Africa,15802,https://www.hltv.org/stats/players/15802/scheer,scheeR,0.75,227,0.09,0.10,186,121
4456,0.13,0.65,79.3,4.8,51.6%,1.10,73.3%,1.14,0.74,127,17,United States,19846,https://www.hltv.org/stats/players/19846/clasia,CLASIA,1.14,3351,0.11,0.10,2187,2492
4457,0.12,0.69,79.5,1.1,39.4%,1.29,64.2%,1.07,0.74,7,28,Portugal,19864,https://www.hltv.org/stats/players/19864/dance,dance,1.11,179,0.13,0.12,123,132
4458,0.12,1.00,42.9,0.0,50.0%,0.36,27.3%,0.24,0.24,2,-,Colombia,14656,https://www.hltv.org/stats/players/14656/gamercolombiano,GamerColombiano,0.28,33,0.06,0.03,33,8
4459,0.08,0.73,-,-,30.2%,-,-,0.78,0.57,4,-,Andorra,7916,https://www.hltv.org/stats/players/7916/elguaje,ELGUAJE,0.79,111,-,-,81,63
4460,0.10,0.69,69.5,1.0,33.7%,1.06,68.8%,0.99,0.68,27,19,Ukraine,19913,https://www.hltv.org/stats/players/19913/ganginho,Ganginho,1.02,736,0.10,0.09,506,502
4461,0.13,0.87,-,-,54.5%,-,-,0.32,0.28,2,-,Spain,10318,https://www.hltv.org/stats/players/10318/devil,DeViL,0.34,39,-,-,34,11
4462,0.14,0.88,-,-,33.3%,-,-,0.65,0.57,2,-,Andorra,7919,https://www.hltv.org/stats/players/7919/ivan,Ivan,0.77,42,-,-,37,24
4463,0.11,0.73,66.0,4.3,49.4%,0.85,65.1%,0.80,0.59,89,22,Australia,18356,https://www.hltv.org/stats/players/18356/rewind,rewind,0.88,2169,0.11,0.11,1581,1269
4464,0.09,0.80,69.7,2.2,59.6%,0.78,57.7%,0.73,0.59,4,-,Brazil,16660,https://www.hltv.org/stats/players/16660/bokh,bokh,0.78,97,0.12,0.10,78,57
4465,0.05,0.84,63.4,4.2,40.9%,0.75,63.2%,0.69,0.58,2,-,Brazil,17288,https://www.hltv.org/stats/players/17288/izaa,izaa,0.78,38,0.18,0.13,32,22
4466,0.12,0.67,72.8,3.1,52.3%,0.98,70.2%,1.01,0.67,361,23,Denmark,11257,https://www.hltv.org/stats/players/11257/celrate,Celrate,1.03,9660,0.13,0.11,6433,6490
4467,0.14,0.75,68.2,2.9,46.2%,0.89,67.0%,0.78,0.58,27,-,China,12352,https://www.hltv.org/stats/players/12352/dandaowang,dandaowang,0.89,696,0.07,0.12,523,407
4468,0.01,0.92,53.1,0.2,58.8%,0.56,41.9%,0.50,0.46,4,29,Turkmenistan,16233,https://www.hltv.org/stats/players/16233/ches,Ches,0.48,74,0.07,0.03,68,34
4469,0.16,0.76,72.9,6.5,38.1%,0.85,70.6%,0.81,0.62,11,-,Denmark,8898,https://www.hltv.org/stats/players/8898/truman,trumaN,0.87,271,0.05,0.09,207,168
4470,0.15,0.68,80.5,4.4,36.5%,1.00,73.6%,1.07,0.72,4,-,Canada,11067,https://www.hltv.org/stats/players/11067/deriquo,deriquo,1.10,87,0.15,0.14,59,63
4471,0.11,0.75,69.4,0.6,17.9%,1.37,59.5%,0.95,0.71,3,26,Brazil,11752,https://www.hltv.org/stats/players/11752/shutasy,ShutAsY,1.01,79,0.06,0.09,59,56
4472,0.12,0.73,63.2,7.6,39.5%,0.70,57.5%,0.72,0.52,3,-,Germany,15986,https://www.hltv.org/stats/players/15986/minus,minus,0.76,73,0.08,0.15,53,38
4473,0.17,0.66,81.7,6.6,44.7%,0.98,74.6%,1.09,0.72,8,24,Saudi Arabia,17069,https://www.hltv.org/stats/players/17069/leetroy,LEETROY,1.12,236,0.13,0.09,156,170
4474,0.16,0.67,66.8,4.4,49.0%,0.80,70.9%,0.92,0.62,16,-,Spain,10031,https://www.hltv.org/stats/players/10031/cristian,cristian,0.90,419,0.11,0.15,281,259
4475,0.12,0.73,-,-,26.5%,-,-,0.93,0.67,13,-,Germany,7717,https://www.hltv.org/stats/players/7717/mars1,mars1,0.92,313,-,-,228,211
4476,0.14,0.65,70.7,6.6,50.2%,0.92,69.9%,0.96,0.62,356,22,Poland,15697,https://www.hltv.org/stats/players/15697/sidney,Sidney,1.00,9611,0.10,0.10,6257,6003
4477,0.11,0.89,66.5,2.6,55.3%,0.64,54.9%,0.60,0.54,3,20,Philippines,19628,https://www.hltv.org/stats/players/19628/craigy,craigy,0.68,71,0.14,0.13,63,38
4478,0.17,0.73,61.3,1.7,36.4%,0.81,69.5%,0.73,0.54,3,-,United States,15254,https://www.hltv.org/stats/players/15254/poisinmunkee,poisinmunkee,0.87,82,0.13,0.15,60,44
4479,0.14,0.70,64.4,4.5,48.7%,0.80,66.8%,0.78,0.55,1578,29,Denmark,7415,https://www.hltv.org/stats/players/7415/hunden,HUNDEN,0.81,41153,0.09,0.11,28708,22470
4480,0.00,0.79,56.9,2.4,33.3%,0.72,42.9%,0.68,0.54,1,-,Canada,15238,https://www.hltv.org/stats/players/15238/mnz,MNZ,0.64,28,0.04,0.07,22,15
4481,0.12,0.74,67.3,4.8,54.8%,0.75,63.8%,0.82,0.61,3,-,Philippines,17718,https://www.hltv.org/stats/players/17718/jed,JED,0.85,69,0.09,0.14,51,42
4482,0.06,0.82,71.1,2.1,41.2%,0.79,61.2%,0.85,0.69,2,-,Tunisia,13009,https://www.hltv.org/stats/players/13009/fyrr,Fyrr,0.83,49,0.04,0.08,40,34
4483,0.17,0.73,59.2,2.1,43.0%,0.64,68.0%,0.68,0.49,10,30,Malaysia,15931,https://www.hltv.org/stats/players/15931/seqmyztery,seqmyztery,0.80,259,0.09,0.11,189,128
4484,0.08,0.67,77.1,2.5,49.7%,0.98,70.1%,1.07,0.72,8,23,Kazakhstan,18103,https://www.hltv.org/stats/players/18103/arcelo,Arcelo,1.06,221,0.12,0.08,149,159
4485,0.12,0.68,76.1,3.8,42.2%,1.06,64.9%,1.03,0.70,15,24,Sweden,13203,https://www.hltv.org/stats/players/13203/pishila,Pishila,1.02,382,0.09,0.08,261,268
4486,0.13,0.61,70.8,4.2,46.5%,0.89,72.3%,1.03,0.63,520,21,Russia,16947,https://www.hltv.org/stats/players/16947/perfecto,Perfecto,1.03,13713,0.09,0.09,8431,8667
4487,0.11,0.75,78.5,2.5,50.0%,0.86,66.2%,0.90,0.68,3,22,Argentina,19871,https://www.hltv.org/stats/players/19871/stah,stah,0.96,65,0.06,0.12,49,44
4488,0.14,0.74,73.4,2.5,43.2%,0.89,68.4%,0.88,0.65,24,24,Lebanon,16197,https://www.hltv.org/stats/players/16197/mtl,mtL,0.95,624,0.09,0.11,464,407
4489,0.09,0.72,62.6,4.3,50.0%,0.66,68.6%,0.84,0.60,3,25,Australia,18306,https://www.hltv.org/stats/players/18306/sumfectz,suMfectz,0.86,86,0.15,0.12,62,52
4490,0.17,0.88,-,-,52.6%,-,-,0.54,0.47,2,27,South Africa,9313,https://www.hltv.org/stats/players/9313/rellikz,RelliKZ,0.56,40,-,-,35,19
4491,0.04,0.76,61.6,2.4,55.2%,0.74,55.6%,0.85,0.64,2,23,Thailand,19612,https://www.hltv.org/stats/players/19612/fayce,Fayce,0.79,45,0.11,0.02,34,29
4492,0.00,0.83,-,-,47.7%,-,-,0.61,0.51,4,-,Belgium,7601,https://www.hltv.org/stats/players/7601/sad,Sad,0.66,87,-,-,72,44
4493,0.11,0.67,74.8,1.5,53.4%,1.03,70.2%,1.07,0.72,22,19,Indonesia,14919,https://www.hltv.org/stats/players/14919/histoire,Histoire,1.07,541,0.12,0.13,361,388
4494,0.03,0.92,31.4,4.8,50.0%,0.06,30.6%,0.24,0.22,2,22,Serbia,19788,https://www.hltv.org/stats/players/19788/k1lla,k1lla,0.21,36,0.03,0.06,33,8
4495,0.14,0.72,70.4,2.8,41.7%,0.93,64.4%,0.90,0.64,5,-,Russia,6078,https://www.hltv.org/stats/players/6078/dect,Dect,0.94,149,0.06,0.10,107,96
4496,0.12,0.67,74.3,2.7,51.7%,1.00,70.7%,1.03,0.69,1370,26,Poland,8242,https://www.hltv.org/stats/players/8242/reatz,reatz,1.01,36791,0.10,0.10,24661,25447
4497,0.14,0.72,71.4,2.4,40.9%,0.96,66.9%,0.90,0.65,333,27,France,8372,https://www.hltv.org/stats/players/8372/mathend,matHEND,0.92,8606,0.08,0.10,6204,5575
4498,0.13,0.73,-,-,52.5%,-,-,0.81,0.59,11,-,Serbia,2475,https://www.hltv.org/stats/players/2475/shok1ca,shok1ca,0.85,266,-,-,194,158
4499,0.12,0.75,59.4,3.1,34.8%,0.58,66.7%,0.61,0.45,2,20,Portugal,19656,https://www.hltv.org/stats/players/19656/shoolerb0b,ShooleRb0b,0.75,51,0.16,0.08,38,23
4500,0.12,0.72,75.8,4.8,57.0%,1.02,64.7%,0.96,0.69,27,19,Australia,19181,https://www.hltv.org/stats/players/19181/zuko,Zuko,0.99,666,0.11,0.09,479,460
4501,0.17,0.75,69.1,6.6,35.1%,0.73,63.6%,0.71,0.53,8,29,Mexico,16115,https://www.hltv.org/stats/players/16115/espartana,Espartana,0.82,214,0.03,0.05,161,114
4502,0.19,0.77,71.0,3.7,41.2%,1.40,61.5%,0.85,0.65,1,24,New Zealand,14330,https://www.hltv.org/stats/players/14330/jkr,jkr,1.03,26,0.12,0.08,20,17
4503,0.14,0.67,74.3,4.3,49.1%,0.99,70.7%,0.99,0.67,348,24,Russia,14055,https://www.hltv.org/stats/players/14055/propleh,propleh,1.03,9290,0.11,0.10,6269,6192
4504,0.13,0.70,88.3,4.8,42.6%,1.37,70.0%,1.15,0.81,10,23,Myanmar,17894,https://www.hltv.org/stats/players/17894/bayet,bayet,1.20,243,0.11,0.09,171,197
4505,0.12,0.78,65.6,1.3,48.7%,0.77,58.8%,0.74,0.57,3,19,United States,17480,https://www.hltv.org/stats/players/17480/bice,Bice,0.78,68,0.12,0.15,53,39
