,assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_link,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
7663,0.21,0.87,-,-,49.2%,-,-,0.63,0.55,5,-,Germany,8019,https://www.hltv.org/stats/players/8019/hnx,hnx,0.67,115,-,-,100,63
7664,0.13,0.75,76.4,2.3,42.1%,0.95,66.3%,0.93,0.70,7,-,Canada,16659,https://www.hltv.org/stats/players/16659/jazz,jazz,0.98,208,0.09,0.11,156,145
7665,0.19,0.73,-,-,56.2%,-,-,0.90,0.65,7,-,France,7664,https://www.hltv.org/stats/players/7664/chiffon,chiffon,0.95,172,-,-,125,112
7666,0.13,0.85,64.1,0.6,46.3%,0.87,59.2%,0.68,0.58,3,25,Russia,16626,https://www.hltv.org/stats/players/16626/osmozzz,oSMozZz,0.79,71,0.13,0.14,60,41
7667,0.23,0.71,82.2,2.2,50.0%,1.08,63.5%,0.97,0.69,2,31,Australia,11771,https://www.hltv.org/stats/players/11771/snez,Snez,1.02,52,0.17,0.06,37,36
7668,0.17,0.81,63.8,3.3,52.0%,0.59,63.1%,0.60,0.49,4,20,Slovakia,15114,https://www.hltv.org/stats/players/15114/lojzo,lojzo,0.73,103,0.14,0.13,83,50
7669,0.13,0.83,59.4,5.2,39.1%,0.75,53.2%,0.59,0.49,2,-,Hong Kong,11671,https://www.hltv.org/stats/players/11671/matt,matt,0.72,47,0.17,0.15,39,23
7670,0.08,0.72,56.8,2.2,51.9%,0.63,67.3%,0.70,0.51,6,25,Israel,18126,https://www.hltv.org/stats/players/18126/recent,recent,0.81,159,0.11,0.10,115,81
7671,0.12,0.67,73.9,4.6,55.4%,0.98,70.5%,0.98,0.66,86,-,Ukraine,18240,https://www.hltv.org/stats/players/18240/smash,Smash,1.03,2308,0.11,0.10,1552,1525
7672,0.05,0.77,45.4,4.4,68.8%,0.37,53.5%,0.48,0.37,2,28,South Africa,18910,https://www.hltv.org/stats/players/18910/arterious,Arterious,0.54,43,0.05,0.07,33,16
7673,0.11,0.77,80.9,1.6,43.3%,1.03,63.9%,0.89,0.69,4,20,United States,18483,https://www.hltv.org/stats/players/18483/pewster,Pewster,0.99,97,0.14,0.12,75,67
7674,0.15,0.73,73.3,2.7,50.2%,1.06,69.8%,0.95,0.69,24,22,Singapore,11980,https://www.hltv.org/stats/players/11980/flor,flor,1.02,653,0.11,0.11,476,450
7675,0.06,0.94,-,-,25.0%,-,-,0.24,0.22,1,-,Denmark,7586,https://www.hltv.org/stats/players/7586/sandr,SANDR,0.33,18,-,-,17,4
7676,0.12,0.68,66.4,3.1,31.6%,0.91,69.5%,1.00,0.68,7,23,Philippines,13237,https://www.hltv.org/stats/players/13237/aidren,AidreN,0.99,197,0.13,0.14,133,133
7677,0.11,0.84,67.7,1.5,51.9%,0.71,59.1%,0.73,0.61,2,33,United States,13489,https://www.hltv.org/stats/players/13489/getsum,getSUM,0.78,44,0.11,0.14,37,27
7678,0.22,0.74,54.9,1.8,45.5%,0.54,55.6%,0.55,0.41,1,19,Slovakia,14073,https://www.hltv.org/stats/players/14073/dobbbby,dobbbby,0.64,27,0.00,0.04,20,11
7679,0.09,0.81,67.8,2.0,28.6%,0.94,64.1%,0.81,0.66,2,-,Brazil,6529,https://www.hltv.org/stats/players/6529/mytsu,mytsu,0.92,64,0.11,0.09,52,42
7680,0.07,0.89,58.4,3.2,44.4%,0.42,37.8%,0.45,0.40,2,-,New Zealand,16017,https://www.hltv.org/stats/players/16017/sweol,sweol,0.45,45,0.07,0.02,40,18
7681,0.12,0.69,47.6,4.1,44.8%,0.43,66.9%,0.65,0.45,30,-,Brazil,7385,https://www.hltv.org/stats/players/7385/rkz,rkz,0.71,787,0.06,0.11,540,353
7682,0.07,0.70,71.9,3.8,68.8%,0.91,64.4%,0.94,0.66,3,22,United States,17455,https://www.hltv.org/stats/players/17455/sing,Sing,0.97,73,0.08,0.05,51,48
7683,0.11,0.85,59.1,0.8,46.2%,0.59,58.7%,0.67,0.57,2,21,Mexico,14719,https://www.hltv.org/stats/players/14719/sebazz,sebazz,0.68,46,0.17,0.02,39,26
7684,0.13,0.71,68.0,2.3,34.1%,1.03,66.8%,0.94,0.67,17,-,Norway,9273,https://www.hltv.org/stats/players/9273/dubt,dubT,0.95,449,0.11,0.10,321,302
7685,0.15,0.68,74.2,2.6,44.0%,0.99,70.0%,0.99,0.67,852,32,Russia,302,https://www.hltv.org/stats/players/302/kucher,kUcheR,0.97,22314,0.10,0.10,15089,14944
7686,0.39,0.39,-,-,27.3%,-,-,1.57,0.61,1,-,Belarus,8395,https://www.hltv.org/stats/players/8395/ugin,ugin,1.14,18,-,-,7,11
7687,0.23,0.73,-,-,38.9%,-,-,0.80,0.59,7,-,Russia,8119,https://www.hltv.org/stats/players/8119/typ6o,typ6o,0.80,162,-,-,119,95
7688,0.12,0.70,67.6,4.9,48.1%,0.83,64.5%,0.85,0.59,23,25,Turkey,8929,https://www.hltv.org/stats/players/8929/legoo,LEGOO,0.88,591,0.09,0.11,415,351
7689,0.03,0.59,23.3,1.3,57.1%,0.20,58.9%,0.33,0.20,5,29,United States,15156,https://www.hltv.org/stats/players/15156/bibby,Bibby,0.54,107,0.07,0.03,63,21
7690,0.15,0.68,73.6,4.1,54.2%,0.92,71.6%,0.99,0.68,28,-,Canada,19175,https://www.hltv.org/stats/players/19175/pao,pao,1.02,757,0.13,0.10,517,511
7691,0.15,0.68,82.1,6.4,42.1%,1.36,62.9%,1.09,0.74,8,26,Germany,17767,https://www.hltv.org/stats/players/17767/maboyy,Maboyy,1.12,197,0.09,0.07,133,145
7692,0.09,0.96,-,-,37.9%,-,-,0.44,0.42,4,-,Czech Republic,7742,https://www.hltv.org/stats/players/7742/mazarini,Mazarini,0.47,69,-,-,66,29
7693,0.08,0.76,-,-,45.8%,-,-,1.02,0.77,2,-,Russia,8593,https://www.hltv.org/stats/players/8593/hurrii,hurrii,0.98,62,-,-,47,48
7694,0.12,0.80,50.2,0.0,50.0%,0.59,60.4%,0.49,0.40,4,25,Taiwan,19422,https://www.hltv.org/stats/players/19422/chupudding,Chupudding,0.66,106,0.04,0.13,85,42
7695,0.06,0.71,73.8,2.4,67.7%,1.21,61.4%,1.10,0.78,3,28,Brazil,11338,https://www.hltv.org/stats/players/11338/ckhulk,ckhulk,1.04,83,0.16,0.14,59,65
7696,0.16,0.71,74.3,5.1,50.8%,0.96,69.8%,0.87,0.62,60,26,Russia,7794,https://www.hltv.org/stats/players/7794/egor-k,Egor K.,0.89,1511,0.09,0.11,1077,935
7697,0.12,0.75,67.7,3.4,58.4%,0.88,65.4%,0.79,0.59,64,25,Australia,20048,https://www.hltv.org/stats/players/20048/supa,supa,0.89,1603,0.09,0.10,1201,953
7698,0.11,0.91,61.9,0.9,48.1%,0.80,60.9%,0.64,0.59,2,-,Malaysia,17953,https://www.hltv.org/stats/players/17953/amr,AMR,0.73,46,0.02,0.11,42,27
7699,0.05,0.85,62.2,2.6,45.5%,0.48,50.0%,0.65,0.55,1,-,Russia,18758,https://www.hltv.org/stats/players/18758/shandarez,shandarez,0.59,20,0.20,0.05,17,11
7700,0.14,0.70,75.2,3.8,42.7%,1.00,67.7%,0.95,0.67,779,25,Lithuania,8459,https://www.hltv.org/stats/players/8459/kvik,Kvik,0.96,20364,0.10,0.10,14343,13681
7701,0.15,0.72,72.8,4.0,39.1%,0.90,68.7%,0.87,0.62,101,27,Vietnam,10306,https://www.hltv.org/stats/players/10306/kotk,kotk,0.88,2648,0.11,0.10,1902,1648
7702,0.14,0.70,74.4,3.9,50.2%,1.04,70.2%,0.97,0.68,31,20,Austria,14270,https://www.hltv.org/stats/players/14270/reactionnn,ReacTioNNN,1.04,744,0.12,0.10,521,506
7703,0.14,0.64,77.5,6.2,41.7%,1.08,71.6%,1.09,0.70,909,23,France,13497,https://www.hltv.org/stats/players/13497/lucky,Lucky,1.10,24230,0.10,0.10,15533,16890
7704,0.14,0.70,68.8,2.5,41.4%,0.88,69.4%,0.87,0.61,75,23,Thailand,14935,https://www.hltv.org/stats/players/14935/zendy,zendy,0.95,1918,0.10,0.14,1334,1162
7705,0.13,0.68,62.8,2.5,42.3%,0.76,67.1%,0.85,0.58,59,27,Singapore,8946,https://www.hltv.org/stats/players/8946/dejavux,dejavux,0.86,1514,0.08,0.08,1022,871
7706,0.19,0.80,77.6,2.9,54.3%,0.92,66.2%,0.78,0.62,3,-,China,14135,https://www.hltv.org/stats/players/14135/nervegunxj,NerVeGuNXJ,0.91,74,0.04,0.08,59,46
7707,0.16,0.82,79.6,0.2,61.1%,1.09,73.5%,0.90,0.73,2,21,Romania,17194,https://www.hltv.org/stats/players/17194/ares,Ares,1.07,49,0.18,0.16,40,36
7708,0.13,0.75,-,-,50.6%,-,-,0.83,0.63,5,-,France,7504,https://www.hltv.org/stats/players/7504/bzoo,BzOo,0.87,126,-,-,95,79
7709,0.15,0.71,67.9,4.4,31.3%,0.82,67.4%,0.80,0.56,73,28,Norway,3919,https://www.hltv.org/stats/players/3919/ultra,ultra,0.82,1873,0.10,0.09,1325,1054
7710,0.12,0.69,73.2,4.3,54.6%,0.97,68.9%,0.94,0.65,200,24,Poland,11652,https://www.hltv.org/stats/players/11652/okoliciouz,OKOLICIOUZ,1.00,5267,0.09,0.10,3627,3405
7711,0.14,0.77,-,-,51.5%,-,-,0.77,0.59,4,-,Andorra,7917,https://www.hltv.org/stats/players/7917/txema,Txema,0.79,111,-,-,86,66
7712,0.10,0.83,-,-,61.5%,-,-,0.37,0.31,2,-,France,8192,https://www.hltv.org/stats/players/8192/stansenn,stansenn,0.44,42,-,-,35,13
7713,0.15,0.69,70.1,3.5,51.7%,0.95,71.1%,0.91,0.63,69,25,Kuwait,10477,https://www.hltv.org/stats/players/10477/shanx,shanx,0.91,1846,0.11,0.13,1279,1167
7714,0.19,0.82,-,-,53.5%,-,-,0.65,0.54,3,-,Russia,9021,https://www.hltv.org/stats/players/9021/lasthero,lasthero,0.65,80,-,-,66,43
7715,0.14,0.67,67.8,4.3,47.2%,0.87,68.8%,0.92,0.61,171,26,United Arab Emirates,10593,https://www.hltv.org/stats/players/10593/karribob,KarriBob,0.91,4414,0.08,0.10,2954,2711
7716,0.13,0.82,70.8,1.1,33.8%,0.68,51.1%,0.62,0.51,6,27,Ukraine,10343,https://www.hltv.org/stats/players/10343/amw,amw,0.64,158,0.09,0.06,130,80
7717,0.13,0.64,71.3,4.3,42.8%,1.01,70.3%,1.03,0.66,34,19,Brazil,20185,https://www.hltv.org/stats/players/20185/cass1n,cass1n,1.04,913,0.10,0.08,583,601
7718,0.03,0.83,46.1,0.6,50.0%,0.76,53.3%,0.56,0.47,1,-,Hong Kong,10776,https://www.hltv.org/stats/players/10776/tqk,TQK,0.64,30,0.00,0.10,25,14
7719,0.09,0.81,68.3,0.3,52.3%,0.87,55.1%,0.70,0.56,3,24,Indonesia,14637,https://www.hltv.org/stats/players/14637/anobrain,anobrain,0.79,78,0.05,0.10,63,44
7720,0.16,0.80,80.2,8.9,35.7%,0.99,56.8%,0.80,0.64,2,31,Brunei,19467,https://www.hltv.org/stats/players/19467/kaizer,Kaizer,0.93,44,0.16,0.18,35,28
7721,0.16,0.69,83.3,5.9,44.3%,1.27,72.1%,1.08,0.74,82,24,Kuwait,10474,https://www.hltv.org/stats/players/10474/chek,cheK,1.07,2173,0.10,0.11,1494,1613
7722,0.11,0.70,-,-,57.9%,-,-,0.99,0.69,29,-,Denmark,7967,https://www.hltv.org/stats/players/7967/frand3,frand3,0.99,703,-,-,490,485
7723,0.11,0.69,66.8,2.5,50.0%,1.05,68.4%,0.88,0.61,6,26,Brazil,12518,https://www.hltv.org/stats/players/12518/goa,GOA,0.98,155,0.09,0.12,107,94
7724,0.18,0.72,-,-,44.3%,-,-,1.07,0.77,9,-,Norway,50,https://www.hltv.org/stats/players/50/real,REAL,1.08,229,-,-,165,176
7725,0.12,0.75,75.2,3.7,43.8%,1.11,68.1%,0.89,0.67,3,-,Brazil,17187,https://www.hltv.org/stats/players/17187/kks,kks,1.02,72,0.08,0.15,54,48
7726,0.13,0.79,60.9,1.6,60.5%,0.60,60.7%,0.63,0.50,7,-,Philippines,14287,https://www.hltv.org/stats/players/14287/skzyx,Skzyx,0.72,173,0.05,0.10,136,86
7727,0.16,0.76,67.2,2.8,44.4%,1.00,68.0%,0.86,0.66,18,-,United Kingdom,8997,https://www.hltv.org/stats/players/8997/joee,Joee,0.92,437,0.08,0.09,334,288
7728,0.15,0.66,78.8,4.7,51.5%,1.04,72.2%,1.13,0.74,1074,28,Germany,7256,https://www.hltv.org/stats/players/7256/nex,nex,1.09,28389,0.12,0.10,18628,21063
7729,0.13,0.64,84.8,3.5,41.7%,1.20,74.8%,1.27,0.81,308,22,Malaysia,13476,https://www.hltv.org/stats/players/13476/d4v41,d4v41,1.23,8005,0.14,0.10,5103,6461
7730,0.20,0.47,46.7,1.9,38.9%,0.74,82.5%,0.95,0.45,1,-,Sweden,11958,https://www.hltv.org/stats/players/11958/crems,crems,1.00,40,0.10,0.10,19,18
7731,0.17,0.73,78.5,3.9,45.4%,1.01,71.0%,0.97,0.71,32,22,Canada,14792,https://www.hltv.org/stats/players/14792/chewiful,CHEWiFUL,1.05,870,0.13,0.11,636,617
7732,0.13,0.90,-,-,66.7%,-,-,0.26,0.23,2,-,Romania,9938,https://www.hltv.org/stats/players/9938/serano,Serano,0.29,39,-,-,35,9
7733,0.14,0.70,72.9,3.9,43.3%,0.98,69.9%,0.97,0.67,36,-,China,15396,https://www.hltv.org/stats/players/15396/karmy,KARMY,1.01,944,0.15,0.11,660,637
7734,0.15,0.95,-,-,0.0%,-,-,0.21,0.20,1,-,Korea,10079,https://www.hltv.org/stats/players/10079/ruin,Ruin,0.21,20,-,-,19,4
7735,0.09,0.85,40.9,0.7,52.8%,0.30,46.2%,0.41,0.35,4,21,Mexico,20150,https://www.hltv.org/stats/players/20150/c0nsequeence,c0nsequeence,0.43,104,0.10,0.07,88,36
7736,0.06,0.72,50.8,2.0,32.0%,0.90,59.6%,0.74,0.53,2,-,Denmark,13874,https://www.hltv.org/stats/players/13874/rumme,Rumme,0.78,47,0.09,0.11,34,25
7737,0.08,0.69,71.8,2.2,31.3%,1.12,67.2%,1.02,0.71,165,27,Brazil,14781,https://www.hltv.org/stats/players/14781/vhz,vhz,1.05,4259,0.10,0.10,2959,3018
7738,0.10,0.86,77.5,1.2,47.5%,1.20,58.6%,0.81,0.70,4,-,Poland,20452,https://www.hltv.org/stats/players/20452/wiki,Wiki,0.91,87,0.14,0.05,75,61
7739,0.16,0.65,79.2,2.9,53.5%,0.96,71.5%,1.04,0.68,20,-,United States,12759,https://www.hltv.org/stats/players/12759/raerae,raerae,1.07,460,0.12,0.11,301,312
7740,0.22,1.00,52.6,0.0,66.7%,0.12,50.0%,0.33,0.33,1,30,India,12647,https://www.hltv.org/stats/players/12647/gracejesus,graceJESUS,0.41,18,0.00,0.06,18,6
7741,0.17,0.72,-,-,38.3%,-,-,1.02,0.73,11,-,Spain,8380,https://www.hltv.org/stats/players/8380/xai,xai,0.99,268,-,-,192,196
7742,0.14,0.72,74.4,3.1,51.6%,1.04,66.5%,0.90,0.65,18,-,United States,10049,https://www.hltv.org/stats/players/10049/wade,Wade,0.92,440,0.08,0.10,319,287
7743,0.13,0.70,72.8,5.5,60.7%,1.05,68.8%,0.96,0.67,49,24,India,17582,https://www.hltv.org/stats/players/17582/bogeymanh,bogeymanh,1.02,1357,0.12,0.11,951,909
7744,0.07,0.65,71.5,3.0,28.8%,0.95,70.7%,1.08,0.70,7,23,Turkey,16560,https://www.hltv.org/stats/players/16560/maz,MAZ,1.05,198,0.11,0.09,129,139
7745,0.06,0.72,68.9,0.9,28.2%,1.09,63.5%,0.96,0.69,11,-,Italy,15410,https://www.hltv.org/stats/players/15410/aerialz,aerialz,0.98,271,0.11,0.07,196,188
7746,0.15,0.71,65.8,4.8,42.4%,0.85,65.2%,0.84,0.60,69,28,France,8033,https://www.hltv.org/stats/players/8033/madc,madc,0.87,1734,0.08,0.11,1237,1043
7747,0.13,0.63,79.9,3.9,41.1%,1.20,73.2%,1.16,0.74,351,24,Korea,11188,https://www.hltv.org/stats/players/11188/xeta,xeta,1.17,8823,0.12,0.11,5570,6488
7748,0.16,0.65,75.9,3.3,39.8%,1.10,70.3%,1.12,0.73,4,-,Russia,18779,https://www.hltv.org/stats/players/18779/allurin,Allurin,1.09,128,0.11,0.05,83,93
7749,0.17,0.69,-,-,32.7%,-,-,0.76,0.52,27,-,Finland,7236,https://www.hltv.org/stats/players/7236/kononen,kononen,0.78,697,-,-,480,364
7750,0.14,0.68,69.6,4.3,44.6%,0.87,70.5%,0.92,0.62,52,26,Brazil,11150,https://www.hltv.org/stats/players/11150/fakebrother,fakebrother,0.97,1317,0.10,0.10,891,822
7751,0.14,0.70,77.3,4.4,33.1%,1.05,68.2%,0.99,0.69,55,25,Australia,12062,https://www.hltv.org/stats/players/12062/pili,pili,1.04,1382,0.11,0.09,965,960
7752,0.17,0.85,61.5,3.1,59.1%,0.77,60.9%,0.56,0.48,2,22,United Kingdom,17654,https://www.hltv.org/stats/players/17654/xacty,xacty,0.72,46,0.11,0.15,39,22
7753,0.14,0.77,-,-,57.5%,-,-,0.85,0.66,4,-,Norway,9027,https://www.hltv.org/stats/players/9027/cynex,CYNEX,0.86,111,-,-,86,73
7754,0.09,0.93,29.3,1.9,36.4%,0.17,58.1%,0.28,0.26,2,26,Australia,20701,https://www.hltv.org/stats/players/20701/vesu,Vesu,0.38,43,0.07,0.16,40,11
7755,0.10,0.71,-,-,35.1%,-,-,0.75,0.53,6,-,Russia,969,https://www.hltv.org/stats/players/969/mnr,MNR,0.77,144,-,-,102,77
7756,0.13,0.84,65.8,1.9,55.8%,0.80,58.3%,0.64,0.54,36,-,United States,19858,https://www.hltv.org/stats/players/19858/daryl,DARYL,0.75,870,0.08,0.08,728,468
7757,0.13,0.77,74.4,3.8,37.7%,1.06,58.7%,0.83,0.64,12,24,Brazil,11872,https://www.hltv.org/stats/players/11872/gabs,gabs,0.90,298,0.12,0.09,230,191
7758,0.14,0.73,76.7,3.2,28.6%,1.26,67.3%,0.97,0.71,2,-,Tunisia,13007,https://www.hltv.org/stats/players/13007/300,300,1.05,49,0.18,0.08,36,35
7759,0.12,0.70,68.8,2.8,47.3%,0.91,69.8%,0.90,0.63,26,22,Algeria,4172,https://www.hltv.org/stats/players/4172/flip,Flip,0.90,659,0.08,0.13,460,412
7760,0.06,0.75,60.4,1.3,36.0%,0.85,69.4%,0.93,0.69,1,24,Denmark,16912,https://www.hltv.org/stats/players/16912/hottezt,HOTTEZT,0.91,36,0.03,0.06,27,25
7761,0.14,0.73,74.8,2.9,39.4%,1.05,68.5%,0.91,0.67,27,20,United States,17626,https://www.hltv.org/stats/players/17626/nyuu,nyuu,1.01,744,0.11,0.12,546,497
7762,0.11,0.67,62.1,3.5,28.4%,0.74,67.4%,0.81,0.54,12,21,Finland,19013,https://www.hltv.org/stats/players/19013/jyrg,JyrG,0.89,325,0.07,0.12,217,176
7763,0.07,0.66,75.3,2.6,37.1%,1.21,65.3%,1.11,0.73,5,27,Turkey,20972,https://www.hltv.org/stats/players/20972/imyourboss,ImYourBOSS-,1.08,144,0.14,0.10,95,105
7764,0.00,0.72,-,-,0.0%,-,-,0.65,0.47,5,-,Poland,7358,https://www.hltv.org/stats/players/7358/michau,michau,0.67,120,-,-,86,56
7765,0.13,0.87,-,-,46.3%,-,-,0.73,0.64,4,23,South Africa,10532,https://www.hltv.org/stats/players/10532/fatcakezz,FatCaKezZ,0.81,85,-,-,74,54
7766,0.19,0.86,63.8,3.2,27.3%,0.51,55.8%,0.59,0.51,2,21,South Africa,18908,https://www.hltv.org/stats/players/18908/kay,Kay,0.61,43,0.12,0.07,37,22
7767,0.15,0.66,75.6,4.3,51.2%,1.02,71.4%,1.02,0.68,404,27,Thailand,10764,https://www.hltv.org/stats/players/10764/cbbk,cbbk,1.06,10342,0.10,0.10,6866,7029
7768,0.07,0.80,82.2,3.2,58.1%,1.28,61.4%,0.89,0.70,2,30,Brunei,19469,https://www.hltv.org/stats/players/19469/k1ngpluto,K1NGPLUTO,1.04,44,0.09,0.05,35,31
7769,0.16,0.81,72.1,2.3,37.1%,0.97,54.0%,0.69,0.56,3,33,South Africa,11633,https://www.hltv.org/stats/players/11633/cruz,cRUz,0.80,63,0.03,0.10,51,35
7770,0.13,0.74,76.6,4.1,48.6%,1.04,67.4%,0.90,0.67,39,21,Hungary,15425,https://www.hltv.org/stats/players/15425/crazyd33r,crazyd33R,0.99,1047,0.10,0.10,779,698
7771,0.13,0.75,65.3,2.2,35.7%,0.95,65.7%,0.83,0.63,5,22,Poland,17756,https://www.hltv.org/stats/players/17756/lemon,lemon,0.89,134,0.09,0.20,101,84
7772,0.06,1.00,-,-,66.7%,-,-,0.18,0.18,1,-,Czech Republic,8063,https://www.hltv.org/stats/players/8063/master,master,0.15,17,-,-,17,3
7773,0.12,0.94,68.1,1.8,36.4%,0.95,50.0%,0.69,0.65,2,-,China,13116,https://www.hltv.org/stats/players/13116/miget,miget,0.73,34,0.09,0.15,32,22
7774,0.17,0.77,71.8,5.4,46.1%,0.92,63.5%,0.75,0.57,8,24,Australia,13440,https://www.hltv.org/stats/players/13440/bunny,Bunny,0.89,200,0.09,0.09,153,115
7775,0.15,0.71,74.2,4.7,41.0%,1.01,68.7%,0.93,0.65,72,23,Indonesia,12426,https://www.hltv.org/stats/players/12426/6fingers,6fingers,1.00,1855,0.09,0.10,1310,1214
7776,0.10,0.76,69.5,1.9,47.5%,0.92,61.3%,0.86,0.65,11,19,Kazakhstan,18751,https://www.hltv.org/stats/players/18751/howl,howl,0.90,310,0.09,0.09,236,202
7777,0.08,0.88,51.6,2.9,32.3%,0.77,56.9%,0.54,0.48,2,23,Sweden,16812,https://www.hltv.org/stats/players/16812/momentos,Momentos,0.66,65,0.08,0.18,57,31
7778,0.12,0.73,48.3,4.8,58.1%,0.65,54.9%,0.52,0.38,3,20,Portugal,21017,https://www.hltv.org/stats/players/21017/didjey,Didjey,0.65,82,0.02,0.06,60,31
7779,0.13,0.67,100.6,3.6,42.6%,1.56,74.5%,1.42,0.96,4,24,United States,18490,https://www.hltv.org/stats/players/18490/sceebo,Sceebo,1.41,98,0.18,0.06,66,94
7780,0.10,0.79,59.6,0.8,57.1%,0.72,66.7%,0.55,0.44,2,-,United States,15129,https://www.hltv.org/stats/players/15129/ruddybird,Ruddybird,0.78,48,0.15,0.19,38,21
7781,0.11,0.76,60.8,3.3,48.2%,0.82,64.5%,0.72,0.55,19,33,China,11622,https://www.hltv.org/stats/players/11622/4314,4314,0.83,468,0.07,0.10,358,257
7782,0.13,0.72,65.2,1.4,53.7%,0.82,69.4%,0.81,0.58,14,24,Sweden,15637,https://www.hltv.org/stats/players/15637/willef,willef,0.91,373,0.07,0.12,268,216
7783,0.18,1.00,67.2,1.5,46.7%,0.32,61.5%,0.38,0.38,2,-,China,20851,https://www.hltv.org/stats/players/20851/s1kura,S1kura,0.54,39,0.08,0.21,39,15
7784,0.11,0.68,78.1,5.7,43.4%,1.09,68.4%,1.01,0.69,14,-,Sweden,9191,https://www.hltv.org/stats/players/9191/so5,So5,1.01,339,0.12,0.12,232,235
7785,0.09,0.72,61.3,2.5,40.8%,0.67,65.6%,0.75,0.54,3,23,Turkey,19474,https://www.hltv.org/stats/players/19474/sencerez,sencerEZ,0.84,90,0.11,0.07,65,49
7786,0.09,0.94,43.8,5.0,72.7%,0.58,37.1%,0.33,0.31,2,-,Mexico,19415,https://www.hltv.org/stats/players/19415/de1v,De1v,0.43,35,0.03,0.09,33,11
7787,0.09,0.74,70.2,2.9,37.0%,0.77,65.2%,0.90,0.67,3,-,Philippines,17720,https://www.hltv.org/stats/players/17720/kenj,kENJ,0.89,69,0.12,0.04,51,46
7788,0.13,0.72,72.5,3.7,50.0%,0.98,66.1%,0.91,0.65,133,21,Australia,18346,https://www.hltv.org/stats/players/18346/callum-murray,callum_murray,0.97,3414,0.11,0.11,2444,2229
7789,0.16,0.73,78.4,2.6,37.1%,1.11,67.4%,0.91,0.67,56,27,Hong Kong,10094,https://www.hltv.org/stats/players/10094/chimei,CHIMEI,0.93,1384,0.11,0.12,1012,921
7790,0.15,0.72,63.3,2.9,45.3%,0.79,64.1%,0.89,0.64,265,30,Germany,7205,https://www.hltv.org/stats/players/7205/asmo,asmo,0.92,6696,0.10,0.10,4797,4272
7791,0.11,0.73,75.7,2.8,43.7%,0.91,68.8%,0.89,0.65,4,24,Russia,19234,https://www.hltv.org/stats/players/19234/dmitriifiv,dmitriifiv,0.98,109,0.11,0.09,80,71
7792,0.19,0.90,56.8,5.0,62.5%,0.45,57.1%,0.42,0.38,1,-,Mexico,19918,https://www.hltv.org/stats/players/19918/bl1nderx,bL1NDERX,0.52,21,0.14,0.05,19,8
7793,0.13,0.68,74.8,3.9,42.7%,1.07,68.2%,1.00,0.68,876,31,Sweden,44,https://www.hltv.org/stats/players/44/barbarr,BARBARR,0.99,23180,0.09,0.09,15796,15776
7794,0.13,0.67,82.4,3.5,49.4%,1.13,72.5%,1.13,0.76,990,24,Belarus,13980,https://www.hltv.org/stats/players/13980/lollipop21k,lollipop21k,1.14,26492,0.10,0.09,17777,20059
7795,0.10,0.70,61.1,1.3,39.0%,0.89,64.5%,0.81,0.56,9,21,Russia,16451,https://www.hltv.org/stats/players/16451/matvey,Matvey,0.88,251,0.08,0.12,175,141
7796,0.11,0.66,76.1,3.7,46.4%,1.08,69.3%,1.05,0.69,165,18,Russia,17011,https://www.hltv.org/stats/players/17011/shalfey,shalfey,1.07,4396,0.09,0.08,2896,3041
7797,0.12,0.71,70.1,2.6,53.3%,0.92,66.8%,0.90,0.64,83,-,Australia,17959,https://www.hltv.org/stats/players/17959/nope,nope,0.95,2187,0.11,0.10,1558,1398
7798,0.15,0.78,-,-,38.5%,-,-,0.72,0.56,12,-,Slovenia,9064,https://www.hltv.org/stats/players/9064/servay,SERVAY,0.75,286,-,-,224,161
7799,0.16,0.63,67.3,5.8,51.5%,0.99,65.9%,0.89,0.56,7,-,Brazil,19833,https://www.hltv.org/stats/players/19833/brnwowzk1,BRNWOWZK1,0.97,179,0.04,0.06,113,101
7800,0.12,0.76,71.2,0.5,53.6%,0.78,62.5%,0.77,0.58,4,31,Taiwan,15421,https://www.hltv.org/stats/players/15421/chohehe,chohehe,0.85,96,0.09,0.07,73,56
7801,0.12,0.83,50.5,4.5,54.5%,0.35,70.8%,0.55,0.46,2,-,Russia,20125,https://www.hltv.org/stats/players/20125/hejz,hejz,0.65,48,0.02,0.06,40,22
7802,0.14,0.69,68.1,3.1,54.7%,0.94,68.0%,0.87,0.61,89,27,Argentina,15917,https://www.hltv.org/stats/players/15917/gatito,gatito,0.95,2309,0.08,0.12,1603,1397
7803,0.13,0.68,76.5,3.3,54.6%,1.10,70.3%,1.06,0.72,79,27,Algeria,11168,https://www.hltv.org/stats/players/11168/kheops,Kheops,1.08,2134,0.12,0.10,1456,1540
7804,0.23,0.77,74.7,4.9,31.0%,0.82,70.5%,0.70,0.54,3,-,Italy,12653,https://www.hltv.org/stats/players/12653/rayd3r,Rayd3r,0.89,78,0.10,0.18,60,42
7805,0.14,0.58,-,-,20.0%,-,-,1.19,0.69,1,-,Colombia,10359,https://www.hltv.org/stats/players/10359/leo-c,LeO C,1.07,36,-,-,21,25
7806,0.13,0.72,76.0,2.5,50.2%,1.05,67.5%,0.97,0.70,125,24,Australia,9679,https://www.hltv.org/stats/players/9679/kalth,kalth,0.98,3265,0.11,0.09,2357,2297
